,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
180,31,1,2,140,1,12,1,3,1,246,3,0,95,3,1,6,4,1,3929,6984,8,0,1,23,4,3,80,1,7,0,3,4,2,0,2
181,34,1,2,629,1,27,2,3,1,247,4,0,95,3,1,6,2,2,2311,5711,2,0,0,15,3,4,80,0,9,3,3,3,2,1,2
182,41,2,2,1356,2,20,2,2,1,248,2,0,70,3,1,8,2,2,3140,21728,1,0,1,22,4,4,80,0,4,5,2,4,3,0,2
183,50,1,2,328,1,1,3,3,1,249,3,1,86,2,1,2,3,1,3690,3425,2,0,0,15,3,4,80,1,5,2,2,3,2,0,2
184,53,1,2,1084,1,13,2,3,1,250,4,0,57,4,2,4,1,0,4450,26250,1,0,0,11,3,3,80,2,5,3,3,4,2,1,3
185,33,1,2,931,1,14,3,3,1,252,4,0,72,3,1,6,2,1,2756,4673,1,0,0,13,3,4,80,1,8,5,3,8,7,1,6
186,40,1,2,989,1,4,1,3,1,253,4,0,46,3,5,3,3,1,19033,6499,1,0,0,14,3,2,80,1,21,2,3,20,8,9,9
187,55,1,2,692,1,14,4,3,1,254,3,1,61,4,5,5,2,2,18722,13339,8,0,0,11,3,4,80,0,36,3,3,24,15,2,15
188,34,1,1,1069,1,2,1,1,1,256,4,1,45,2,2,4,3,1,9547,14074,1,0,0,17,3,3,80,0,10,2,2,10,9,1,9
189,51,1,2,313,1,3,3,3,1,258,4,0,98,3,4,0,2,2,13734,7192,3,0,0,18,3,3,80,0,21,6,3,7,7,1,0
190,52,1,2,699,1,1,4,1,1,259,3,1,65,2,5,3,3,1,19999,5678,0,0,0,14,3,1,80,1,34,5,3,33,18,11,9
191,27,1,2,894,1,9,3,3,1,260,4,0,99,3,1,6,2,2,2279,11781,1,0,0,16,3,4,80,0,7,2,2,7,7,0,3
192,35,2,2,556,1,23,2,1,1,261,2,1,50,2,2,4,3,1,5916,15497,3,0,1,13,3,1,80,0,8,1,3,1,0,0,1
193,43,1,0,1344,1,7,3,3,1,262,4,1,37,4,1,6,4,0,2089,5228,4,0,0,14,3,4,80,3,7,3,4,5,4,2,2
194,45,1,0,1195,1,2,2,3,1,264,1,1,65,2,4,3,4,1,16792,20462,9,0,0,23,4,4,80,1,22,1,3,20,8,11,8
195,37,1,2,290,1,21,3,1,1,267,2,1,65,4,1,6,1,1,3564,22977,1,0,1,12,3,1,80,1,8,3,2,8,7,1,7
196,35,1,1,138,1,2,3,3,1,269,2,0,37,3,2,2,2,2,4425,15986,5,0,0,11,3,4,80,0,10,5,3,6,2,1,2
197,42,1,0,926,1,21,2,3,1,270,3,0,36,3,2,4,3,0,5265,16439,2,0,0,16,3,2,80,1,11,5,3,5,3,0,2
198,38,1,2,1261,1,2,4,1,1,271,4,1,88,3,2,4,3,1,6553,7259,9,0,0,14,3,2,80,0,14,3,3,1,0,0,0
199,38,1,2,1084,1,29,3,5,1,273,4,1,54,3,2,4,4,1,6261,4185,3,0,0,18,3,1,80,1,9,3,1,7,7,1,7
200,27,1,1,472,1,1,1,5,1,274,3,1,60,2,2,4,1,1,4298,9679,5,0,0,19,3,3,80,1,6,1,3,2,2,2,0
201,49,1,0,1002,1,18,4,1,1,275,4,1,92,3,2,4,4,0,6804,23793,1,0,1,15,3,1,80,2,7,0,3,7,7,1,7
202,34,1,1,878,1,10,4,3,1,277,4,1,43,3,1,6,3,0,3815,5972,1,0,1,17,3,4,80,1,5,4,4,5,3,2,0
203,40,1,2,905,1,19,2,3,1,281,3,1,99,3,2,2,4,1,2741,16523,8,0,1,15,3,3,80,1,15,2,4,7,2,3,7
204,38,2,2,1180,1,29,1,3,1,282,2,1,70,3,2,0,1,1,6673,11354,7,0,1,19,3,2,80,0,17,2,3,1,0,0,0
205,29,2,2,121,2,27,3,2,1,283,2,0,35,3,3,7,4,1,7639,24525,1,0,0,22,4,4,80,3,10,3,2,10,4,1,9
206,22,1,2,1136,1,5,3,1,1,284,4,1,60,4,1,6,2,0,2328,12392,1,0,1,16,3,1,80,1,4,2,2,4,2,2,2
207,36,1,1,635,1,18,1,3,1,286,2,0,73,3,1,2,4,2,2153,7703,1,0,0,13,3,1,80,0,8,2,3,8,1,1,7
208,40,1,0,1151,1,9,5,1,1,287,4,1,63,2,2,0,4,1,4876,14242,9,0,0,14,3,4,80,1,5,5,1,3,2,0,2
209,46,1,2,644,1,1,4,3,1,288,4,1,97,3,3,0,1,0,9396,12368,7,0,0,16,3,3,80,1,17,3,3,4,2,0,3
210,32,2,2,1045,2,4,4,3,1,291,4,1,32,1,3,7,4,1,10400,25812,1,0,0,11,3,3,80,0,14,2,2,14,8,9,8
211,30,1,0,829,1,1,1,1,1,292,3,1,88,2,3,4,3,2,8474,20925,1,0,0,22,4,3,80,0,12,2,3,11,8,5,8
212,27,1,1,1242,2,20,3,1,1,293,4,0,90,3,2,7,3,2,9981,12916,1,0,0,14,3,4,80,0,7,2,3,7,7,0,7
213,51,1,2,1469,1,8,4,1,1,296,2,1,81,2,3,5,2,1,12490,15736,5,0,0,16,3,4,80,2,16,5,1,10,9,4,7
214,30,2,2,1005,1,3,3,5,1,297,4,0,88,3,1,6,1,2,2657,8556,5,0,1,11,3,3,80,0,8,5,3,5,2,0,4
215,41,1,2,896,2,6,3,1,1,298,4,0,75,3,3,3,4,2,13591,14674,3,0,1,18,3,3,80,0,16,3,3,1,0,0,0
216,30,2,1,334,2,26,4,2,1,299,3,0,52,2,2,7,1,2,6696,22967,5,0,0,15,3,3,80,0,9,5,2,6,3,0,1
217,29,2,2,992,1,1,3,5,1,300,3,1,85,3,1,6,3,2,2058,19757,0,0,0,14,3,4,80,0,7,1,2,6,2,1,5
218,45,1,0,1052,2,6,3,3,1,302,4,0,57,2,3,7,4,2,8865,16840,6,0,0,12,3,4,80,0,23,2,3,19,7,12,8
219,54,1,2,1147,2,3,3,2,1,303,4,0,52,3,2,7,1,1,5940,17011,2,0,0,14,3,4,80,1,16,4,3,6,2,0,5
220,36,1,2,1396,1,5,2,1,1,304,4,1,62,3,2,2,2,2,5914,9945,8,0,0,16,3,4,80,0,16,3,4,13,11,3,7
221,33,1,2,147,1,4,4,3,1,305,3,0,47,2,1,6,2,1,2622,13248,6,0,0,21,4,4,80,0,7,3,3,3,2,1,1
222,37,1,1,663,1,11,3,4,1,306,2,1,47,3,3,5,4,0,12185,10056,1,0,1,14,3,3,80,3,10,1,3,10,8,0,7
223,38,1,2,119,2,3,3,1,1,307,1,1,76,3,3,7,3,0,10609,9647,0,0,0,12,3,3,80,2,17,6,2,16,10,5,13
224,31,1,0,979,1,1,4,3,1,308,3,1,90,1,2,4,3,1,4345,4381,0,0,0,12,3,4,80,1,6,2,3,5,4,1,4
225,59,1,2,142,1,3,3,1,1,309,3,1,70,2,1,6,4,1,2177,8456,3,0,0,17,3,1,80,1,7,6,3,1,0,0,0
226,37,1,1,319,2,4,4,2,1,311,1,1,41,3,1,8,4,0,2793,2539,4,0,0,17,3,3,80,1,13,2,3,9,8,5,8
227,29,1,1,1413,2,1,1,3,1,312,2,0,42,3,3,7,4,1,7918,6599,1,0,0,14,3,4,80,1,11,5,3,11,10,4,1
228,35,1,1,944,2,1,3,2,1,314,3,0,92,3,3,7,3,2,8789,9096,1,0,0,14,3,1,80,0,10,3,4,10,7,0,8
229,29,2,2,896,1,18,1,3,1,315,3,1,86,2,1,6,4,2,2389,14961,1,0,1,13,3,3,80,0,4,3,2,4,3,0,1
230,52,1,2,1323,1,2,3,1,1,316,3,0,89,2,1,2,4,2,3212,3300,7,0,0,15,3,2,80,0,6,3,2,2,2,2,2
231,42,1,2,532,1,4,2,5,1,319,3,1,58,3,5,3,4,1,19232,4933,1,0,0,11,3,4,80,0,22,3,3,22,17,11,15
232,59,1,2,818,0,6,2,3,1,321,2,1,52,3,1,1,3,1,2267,25657,8,0,0,17,3,4,80,0,7,2,2,2,2,2,2
233,50,1,2,854,2,1,4,3,1,323,4,0,68,3,5,3,4,0,19517,24118,3,0,0,11,3,3,80,1,32,3,2,7,0,0,6
234,33,2,2,813,1,14,3,3,1,325,3,1,58,3,1,2,4,1,2436,22149,5,0,1,13,3,3,80,1,8,2,1,5,4,0,4
235,43,1,2,1034,2,16,3,2,1,327,4,0,80,3,4,3,4,1,16064,7744,5,0,1,22,4,3,80,1,22,3,3,17,13,1,9
236,33,2,2,465,1,2,2,1,1,328,1,0,39,3,1,2,1,1,2707,21509,7,0,0,20,4,1,80,0,13,3,4,9,7,1,7
237,52,1,0,771,2,2,4,1,1,329,1,1,79,2,5,3,3,2,19068,21030,1,0,1,18,3,4,80,0,33,2,4,33,7,15,12
238,32,1,2,1401,2,4,2,1,1,330,3,0,56,3,1,8,2,1,3931,20990,2,0,0,11,3,1,80,1,6,5,3,4,3,1,2
239,32,2,2,515,1,1,3,1,1,331,4,1,62,2,1,2,3,2,3730,9571,0,0,1,14,3,4,80,0,4,2,1,3,2,1,2
240,39,1,2,1431,1,1,4,3,1,332,3,0,96,3,1,2,3,0,2232,15417,7,0,0,14,3,3,80,3,7,1,3,3,2,1,2
241,32,1,0,976,2,26,4,2,1,333,3,1,100,3,2,7,4,1,4465,12069,0,0,0,18,3,1,80,0,4,2,3,3,2,2,2
242,41,1,2,1411,1,19,2,1,1,334,3,1,36,3,2,6,1,0,3072,19877,2,0,0,16,3,1,80,2,17,2,2,1,0,0,0
243,40,1,2,1300,1,24,2,5,1,335,1,1,62,3,2,6,4,0,3319,24447,1,0,0,17,3,1,80,2,9,3,3,9,8,4,7
244,45,1,2,252,1,1,3,4,1,336,3,1,70,4,5,3,4,1,19202,15970,0,0,0,11,3,3,80,1,25,2,3,24,0,1,7
245,31,1,1,1327,1,3,4,3,1,337,2,1,73,3,3,5,3,0,13675,13523,9,0,0,12,3,1,80,1,9,3,3,2,2,2,2
246,33,1,2,832,1,5,4,1,1,338,3,0,63,2,1,6,4,1,2911,14776,1,0,0,13,3,3,80,1,2,2,2,2,2,0,2
247,34,1,2,470,1,2,4,1,1,339,4,1,84,2,2,4,1,1,5957,23687,6,0,0,13,3,2,80,1,13,3,3,11,9,5,9
248,37,1,2,1017,1,1,2,3,1,340,3,0,83,2,1,6,1,1,3920,18697,2,0,0,14,3,1,80,1,17,2,2,3,1,0,2
249,45,1,1,1199,1,7,4,1,1,341,1,1,77,4,2,4,3,1,6434,5118,4,0,0,17,3,4,80,1,9,1,3,3,2,0,2
250,37,2,1,504,1,10,3,3,1,342,1,1,61,3,3,4,3,0,10048,22573,6,0,0,11,3,2,80,2,17,5,3,1,0,0,0
251,39,1,1,505,1,2,4,5,1,343,3,0,64,3,3,0,3,2,10938,6420,0,0,0,25,4,4,80,0,20,1,3,19,6,11,8
252,29,1,2,665,1,15,3,1,1,346,3,1,60,3,1,6,4,2,2340,22673,1,0,0,19,3,1,80,0,6,1,3,6,5,1,5
253,42,1,2,916,1,17,2,1,1,347,4,0,82,4,2,6,1,2,6545,23016,3,0,1,13,3,3,80,0,10,1,3,3,2,0,2
254,29,1,2,1247,2,20,2,2,1,349,4,1,45,3,2,7,4,0,6931,10732,2,0,0,14,3,4,80,1,10,2,3,3,2,0,2
255,25,1,2,685,1,1,3,1,1,350,1,0,62,3,2,4,3,1,4898,7505,0,0,0,12,3,4,80,2,5,3,3,4,2,1,2
256,42,1,2,269,1,2,3,3,1,351,4,0,56,2,1,2,1,0,2593,8007,0,0,1,11,3,3,80,1,10,4,3,9,6,7,8
257,40,1,2,1416,1,2,2,3,1,352,1,1,49,3,5,5,3,0,19436,5949,0,0,0,19,3,4,80,1,22,5,3,21,7,3,9
258,51,1,2,833,1,1,3,1,1,353,3,1,96,3,1,6,4,1,2723,23231,1,0,0,11,3,2,80,0,1,0,2,1,0,0,0
259,31,2,1,307,1,29,2,3,1,355,3,1,71,2,1,2,2,2,3479,11652,0,0,0,11,3,2,80,0,6,2,4,5,4,1,4
260,32,1,1,1311,1,7,3,1,1,359,2,1,100,4,1,2,2,1,2794,26062,1,0,0,20,4,3,80,0,5,3,1,5,1,0,3
261,38,1,0,1327,2,2,2,1,1,361,4,1,39,2,2,7,4,1,5249,19682,3,0,0,18,3,4,80,1,13,0,3,8,7,7,5
262,32,1,2,128,1,2,1,5,1,362,4,1,84,2,2,2,1,2,2176,19737,4,0,0,13,3,4,80,0,9,5,3,6,2,0,4
263,46,1,2,488,2,2,3,5,1,363,3,0,75,1,4,3,2,1,16872,14977,3,0,1,12,3,2,80,1,28,2,2,7,7,7,7
264,28,2,2,529,1,2,4,1,1,364,1,1,79,3,1,2,3,2,3485,14935,2,0,0,11,3,3,80,0,5,5,1,0,0,0,0
265,29,1,2,1210,2,2,3,3,1,366,1,1,78,2,2,7,2,1,6644,3687,2,0,0,19,3,2,80,2,10,2,3,0,0,0,0
266,31,1,2,1463,1,23,3,3,1,367,2,1,64,2,2,0,4,1,5582,14408,0,0,0,21,4,2,80,1,10,2,3,9,0,7,8
267,25,1,0,675,1,5,2,1,1,369,2,1,85,4,2,0,1,0,4000,18384,1,0,0,12,3,4,80,2,6,2,3,6,3,1,5
268,45,1,2,1385,1,20,2,3,1,372,3,1,79,3,4,0,4,1,13496,7501,0,0,1,14,3,2,80,0,21,2,3,20,7,4,10
269,36,1,2,1403,1,6,3,1,1,373,4,1,47,3,1,2,4,1,3210,20251,0,0,0,11,3,3,80,1,16,4,3,15,13,10,11
270,55,1,2,452,1,1,3,3,1,374,4,1,81,3,5,3,1,2,19045,18938,0,0,1,14,3,3,80,0,37,2,3,36,10,4,13
271,47,2,0,666,1,29,4,1,1,376,1,1,88,3,3,3,2,1,11849,10268,1,0,1,12,3,4,80,1,10,2,2,10,7,9,9
272,28,1,2,1158,1,9,3,3,1,377,4,1,94,3,1,6,4,1,2070,2613,1,0,0,23,4,4,80,1,5,3,2,5,2,0,4
273,37,1,2,228,2,6,4,3,1,378,3,1,98,3,2,7,4,1,6502,22825,4,0,0,14,3,2,80,1,7,5,4,5,4,0,1
274,21,1,2,996,1,3,2,3,1,379,4,1,100,2,1,6,3,2,3230,10531,1,0,0,17,3,1,80,0,3,4,4,3,2,1,0
275,37,1,0,728,1,1,4,3,1,380,1,0,80,3,3,5,4,0,13603,11677,2,0,1,18,3,1,80,2,15,2,3,5,2,0,2
276,35,1,2,1315,1,22,3,1,1,381,2,0,71,4,3,3,2,0,11996,19100,7,0,0,18,3,2,80,1,10,6,2,7,7,6,2
277,38,1,2,322,2,7,2,3,1,382,1,0,44,4,2,7,1,0,5605,19191,1,0,1,24,4,3,80,1,8,3,3,8,0,7,7
278,26,1,1,1479,1,1,3,1,1,384,3,0,84,3,2,4,2,0,6397,26767,1,0,0,20,4,1,80,1,6,6,1,6,5,1,4
279,50,1,2,797,1,4,1,1,1,385,1,1,96,3,5,5,2,0,19144,15815,3,0,0,14,3,1,80,2,28,4,2,10,4,1,6
280,53,1,2,1070,1,3,4,3,1,386,3,1,45,3,4,5,3,1,17584,21016,3,0,1,16,3,4,80,3,21,5,2,5,3,1,3
281,42,1,2,635,2,1,1,1,1,387,2,1,99,3,2,7,3,1,4907,24532,1,0,0,25,4,3,80,0,20,3,3,20,16,11,6
282,29,1,1,442,2,2,2,1,1,388,2,1,44,3,2,7,4,2,4554,20260,1,0,0,18,3,1,80,0,10,3,2,10,7,0,9
283,55,1,2,147,1,20,2,5,1,389,2,1,37,3,2,2,4,1,5415,15972,3,0,1,19,3,4,80,1,12,4,3,10,7,0,8
284,26,1,1,496,1,11,2,3,1,390,1,1,60,3,2,0,1,1,4741,22722,1,0,1,13,3,3,80,1,5,3,3,5,3,3,3
285,37,1,2,1372,1,1,3,1,1,391,4,0,42,3,1,6,4,2,2115,15881,1,0,0,12,3,2,80,0,17,3,3,17,12,5,7
286,44,2,1,920,1,24,3,1,1,392,4,1,43,3,1,2,3,0,3161,19920,3,0,1,22,4,4,80,1,19,0,1,1,0,0,0
287,38,1,2,688,1,23,4,1,1,393,4,1,82,3,2,0,4,0,5745,18899,9,0,0,14,3,2,80,1,10,2,3,2,2,1,2
288,26,2,2,1449,1,16,4,3,1,394,1,1,45,3,1,2,2,0,2373,14180,2,0,1,13,3,4,80,1,5,2,3,3,2,0,2
289,28,1,2,1117,1,8,2,1,1,395,4,0,66,3,1,6,4,2,3310,4488,1,0,0,21,4,4,80,0,5,3,3,5,3,0,2
290,49,1,1,636,1,10,4,1,1,396,3,0,35,3,5,5,1,2,18665,25594,9,0,1,11,3,4,80,0,22,4,3,3,2,1,2
291,36,1,2,506,1,3,3,5,1,397,3,1,30,3,2,6,2,2,4485,26285,4,0,0,12,3,4,80,0,10,2,3,8,0,7,7
292,31,1,1,444,2,5,3,2,1,399,4,0,84,3,1,8,2,0,2789,3909,1,0,0,11,3,3,80,1,2,5,2,2,2,2,2
293,26,2,2,950,2,4,4,2,1,401,4,1,48,2,2,7,4,2,5828,8450,1,0,1,12,3,2,80,0,8,0,3,8,7,7,4
294,37,1,1,889,1,9,3,3,1,403,2,1,53,3,1,6,4,1,2326,11411,1,0,1,12,3,3,80,3,4,3,2,4,2,1,2
295,42,1,1,555,2,26,3,2,1,404,3,0,77,3,4,7,2,1,13525,14864,5,0,0,14,3,4,80,1,23,2,4,20,4,4,8
296,18,2,2,230,1,3,3,1,1,405,3,1,54,3,1,2,3,2,1420,25233,1,0,0,13,3,3,80,0,0,2,3,0,0,0,0
297,35,1,2,1232,2,16,3,2,1,406,3,1,96,3,3,7,2,1,8020,5100,0,0,0,15,3,3,80,2,12,3,2,11,9,6,9
298,36,1,1,566,1,18,4,1,1,407,3,1,81,4,1,2,4,1,3688,7122,4,0,0,18,3,4,80,2,4,2,3,1,0,0,0
299,51,1,2,1302,1,2,3,3,1,408,4,1,84,1,2,4,2,0,5482,16321,5,0,0,18,3,4,80,1,13,3,3,4,1,1,2
300,41,1,2,334,2,2,4,1,1,410,4,1,88,3,4,3,2,2,16015,15896,1,0,0,19,3,2,80,0,22,2,3,22,10,0,4
301,18,1,2,812,2,10,3,3,1,411,4,0,69,2,1,8,3,2,1200,9724,1,0,0,12,3,1,80,0,0,2,3,0,0,0,0
302,28,1,2,1476,1,16,2,3,1,412,2,1,68,4,2,0,1,2,5661,4824,0,0,0,19,3,3,80,0,9,2,3,8,3,0,7
303,31,1,2,218,2,7,3,5,1,416,2,1,100,4,2,7,4,1,6929,12241,4,0,0,11,3,2,80,1,10,3,2,8,7,7,7
304,39,1,2,1132,1,1,3,3,1,417,3,1,48,4,3,0,4,0,9613,10942,0,0,0,17,3,1,80,3,19,5,2,18,10,3,7
305,36,1,0,1105,1,24,4,1,1,419,2,0,47,3,2,2,2,1,5674,6927,7,0,0,15,3,3,80,1,11,3,3,9,8,0,8
306,32,1,2,906,2,7,3,1,1,420,4,1,91,2,2,7,3,1,5484,16985,1,0,0,14,3,3,80,1,13,3,2,13,8,4,8
307,38,1,2,849,1,25,2,1,1,421,1,0,81,2,3,5,2,1,12061,26707,3,0,0,17,3,3,80,1,19,2,3,10,8,0,1
308,58,1,0,390,1,1,4,1,1,422,4,1,32,1,2,0,3,0,5660,17056,2,0,1,13,3,4,80,1,12,2,3,5,3,1,2
309,31,1,2,691,1,5,4,5,1,423,3,1,86,3,1,6,4,1,4821,10077,0,0,1,12,3,3,80,1,6,4,3,5,2,0,3
310,31,1,2,106,0,2,3,0,1,424,1,1,62,2,2,1,1,1,6410,17822,3,0,0,12,3,4,80,0,9,1,3,2,2,1,0
311,45,1,1,1249,1,7,3,1,1,425,1,1,97,3,3,2,1,0,5210,20308,1,0,0,18,3,1,80,1,24,2,3,24,9,9,11
312,31,1,2,192,1,2,4,1,1,426,3,1,32,3,1,6,4,0,2695,7747,0,0,1,18,3,2,80,1,3,2,1,2,2,2,2
313,33,1,1,553,1,5,4,1,1,428,4,0,74,3,3,3,2,1,11878,23364,6,0,0,11,3,2,80,2,12,2,3,10,6,8,8
314,39,1,2,117,1,10,1,3,1,429,3,1,99,3,4,3,1,1,17068,5355,1,0,1,14,3,4,80,0,21,3,3,21,9,11,10
315,43,1,1,185,1,10,4,1,1,430,3,0,33,3,1,2,4,2,2455,10675,0,0,0,19,3,1,80,0,9,5,3,8,7,1,7
316,49,1,2,1091,1,1,2,5,1,431,3,0,90,2,4,0,3,2,13964,17810,7,0,1,12,3,4,80,0,25,2,3,7,1,0,7
317,52,2,2,723,1,8,4,3,1,433,3,1,85,2,2,6,2,1,4941,17747,2,0,0,15,3,1,80,0,11,3,2,8,2,7,7
318,27,1,2,1220,1,5,3,1,1,434,3,0,85,3,1,6,2,2,2478,20938,1,0,1,12,3,2,80,0,4,2,2,4,3,1,2
319,32,1,2,588,2,8,2,5,1,436,3,0,65,2,2,7,2,1,5228,24624,1,0,1,11,3,4,80,0,13,2,3,13,12,11,9
320,27,1,2,1377,2,2,3,1,1,437,4,1,74,3,2,7,3,2,4478,5242,1,0,1,11,3,1,80,0,5,3,3,5,4,0,4
321,31,1,2,691,2,7,3,2,1,438,4,1,73,3,2,7,4,0,7547,7143,4,0,0,12,3,4,80,3,13,3,3,7,7,1,7
322,32,1,2,1018,1,2,4,3,1,439,1,0,74,4,2,6,4,2,5055,10557,7,0,0,16,3,3,80,0,10,0,2,7,7,0,7
323,28,2,2,1157,1,2,4,3,1,440,1,1,84,1,1,6,4,1,3464,24737,5,0,1,13,3,4,80,0,5,4,2,3,2,2,2
324,30,1,2,1275,1,28,2,3,1,441,4,0,64,3,2,6,4,1,5775,11934,1,0,0,13,3,4,80,2,11,2,3,10,8,1,9
325,31,1,1,798,1,7,2,1,1,442,3,0,48,2,3,4,3,1,8943,14034,1,0,0,24,4,1,80,1,10,2,3,10,9,8,9
326,39,1,1,672,1,7,2,3,1,444,3,1,54,2,5,3,4,1,19272,21141,1,0,0,15,3,1,80,1,21,2,3,21,9,13,3
327,39,2,2,1162,2,3,2,3,1,445,4,0,41,3,2,7,3,1,5238,17778,4,0,1,18,3,1,80,0,12,3,2,1,0,0,0
328,33,1,1,508,2,10,3,2,1,446,2,1,46,2,2,7,4,2,4682,4317,3,0,0,14,3,3,80,0,9,6,2,7,7,0,1
329,47,1,2,1482,1,5,5,1,1,447,4,1,42,3,5,5,3,1,18300,16375,4,0,0,11,3,2,80,1,21,2,3,3,2,1,1
330,43,1,1,559,1,10,4,1,1,448,3,0,82,2,2,2,3,0,5257,6227,1,0,0,11,3,2,80,1,9,3,4,9,7,0,0
331,27,1,0,210,2,1,1,2,1,449,3,1,73,3,2,7,2,1,6349,22107,0,0,1,13,3,4,80,1,6,0,3,5,4,1,4
332,54,1,1,928,1,20,4,1,1,450,4,0,31,3,2,6,3,2,4869,16885,3,0,0,12,3,4,80,0,20,4,2,4,3,0,3
333,43,1,2,1001,1,7,3,1,1,451,3,0,43,3,3,0,1,1,9985,9262,8,0,0,16,3,1,80,1,10,1,2,1,0,0,0
334,45,1,2,549,1,8,4,4,1,452,4,1,75,3,2,6,4,1,3697,9278,9,0,0,14,3,1,80,2,12,3,3,10,9,9,8
335,40,1,2,1124,2,1,2,3,1,453,2,1,57,1,2,7,4,1,7457,13273,2,0,1,22,4,3,80,3,6,2,2,4,3,0,2
336,29,2,2,318,1,8,4,4,1,454,2,1,77,1,1,2,1,1,2119,4759,1,0,1,11,3,4,80,0,7,4,2,7,7,0,7
337,29,1,2,738,1,9,5,4,1,455,2,1,30,2,1,2,4,2,3983,7621,0,0,0,17,3,3,80,0,4,2,3,3,2,2,2
338,30,1,2,570,2,5,3,2,1,456,4,0,30,2,2,7,3,0,6118,5431,1,0,0,13,3,3,80,3,10,2,3,10,9,1,2
339,27,1,2,1130,2,8,4,2,1,458,2,0,56,3,2,7,2,1,6214,3415,1,0,0,18,3,1,80,1,8,3,3,8,7,0,7
340,37,1,2,1192,1,5,2,3,1,460,4,1,61,3,2,4,4,0,6347,23177,7,0,0,16,3,3,80,2,8,2,2,6,2,0,4
341,38,1,2,343,1,15,2,1,1,461,3,1,92,2,3,5,4,0,11510,15682,0,0,1,14,3,2,80,1,12,3,3,11,10,2,9
342,31,1,2,1232,1,7,4,3,1,462,3,0,39,3,3,4,4,2,7143,25713,1,0,1,14,3,3,80,0,11,2,2,11,9,4,10
343,29,1,2,144,2,10,1,2,1,463,4,0,39,2,2,7,2,0,8268,11866,1,0,1,14,3,1,80,2,7,2,3,7,7,1,7
344,35,1,2,1296,1,5,4,5,1,464,3,1,62,3,3,4,2,2,8095,18264,0,0,0,13,3,4,80,0,17,5,3,16,6,0,13
345,23,1,2,1309,1,26,1,1,1,465,3,1,83,3,1,6,4,0,2904,16092,1,0,0,12,3,3,80,2,4,2,2,4,2,0,2
346,41,1,2,483,1,6,3,3,1,466,4,1,95,2,2,4,2,2,6032,10110,6,0,1,15,3,4,80,0,8,3,3,5,4,1,2
347,47,1,1,1309,2,4,1,3,1,467,2,1,99,3,2,8,3,2,2976,25751,3,0,0,19,3,1,80,0,5,3,3,0,0,0,0
348,42,1,2,810,1,23,5,1,1,468,1,0,44,3,4,5,4,2,15992,15901,2,0,0,14,3,2,80,0,16,2,3,1,0,0,0
349,29,1,0,746,2,2,3,1,1,469,4,1,61,3,2,7,3,1,4649,16928,1,0,0,14,3,1,80,1,4,3,2,4,3,0,2
350,42,1,2,544,0,2,1,5,1,470,3,1,52,3,1,1,3,0,2696,24017,0,0,1,11,3,3,80,1,4,5,3,3,2,1,0
351,32,1,2,1062,1,2,3,3,1,471,3,0,75,3,1,2,2,1,2370,3956,1,0,0,13,3,3,80,1,8,4,3,8,0,0,7
352,48,1,2,530,2,29,1,3,1,473,1,0,91,3,3,3,3,1,12504,23978,3,0,0,21,4,2,80,1,15,3,1,0,0,0,0
353,37,1,2,1319,1,6,3,3,1,474,3,1,51,4,2,6,1,0,5974,17001,4,0,1,13,3,1,80,2,13,2,3,7,7,6,7
354,30,1,0,641,2,25,2,5,1,475,4,0,85,3,2,7,3,1,4736,6069,7,0,1,12,3,2,80,1,4,2,4,2,2,2,2
355,26,1,2,933,2,1,3,1,1,476,3,1,57,3,2,7,3,1,5296,20156,1,0,0,17,3,2,80,1,8,3,3,8,7,7,7
356,42,1,2,1332,1,2,4,4,1,477,1,1,98,2,2,0,4,2,6781,17078,3,0,0,23,4,2,80,0,14,6,3,1,0,0,0
357,21,2,1,756,2,1,1,5,1,478,1,0,99,2,1,8,2,2,2174,9150,1,0,1,11,3,3,80,0,3,3,3,3,2,1,2
358,36,1,0,845,2,1,5,3,1,479,4,0,45,3,2,7,4,2,6653,15276,4,0,0,15,3,2,80,0,7,6,3,1,0,0,0
359,36,1,1,541,2,3,4,3,1,481,1,1,48,2,3,7,4,1,9699,7246,4,0,0,11,3,1,80,1,16,2,3,13,9,1,12
360,57,1,2,593,1,1,4,3,1,482,4,1,88,3,2,0,3,1,6755,2967,2,0,0,11,3,3,80,0,15,2,3,3,2,1,2
361,40,1,2,1171,1,10,4,1,1,483,4,0,46,4,1,2,3,1,2213,22495,3,0,1,13,3,3,80,1,10,3,3,7,7,1,7
362,21,1,0,895,2,9,2,3,1,484,1,1,39,3,1,8,4,2,2610,2851,1,0,0,24,4,3,80,0,3,3,2,3,2,2,2
363,33,2,2,350,2,5,3,2,1,485,4,0,34,3,1,8,3,2,2851,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0
